           1   8.44097137    
           2   4.22048569    
           3   2.11024308    
           4   1.05512154    
           5  0.527560830    
           6  0.263780445    
           7  0.131890267    
           8   6.59451783E-02
           9   3.29726301E-02
          10   1.64863579E-02
          11   8.24322086E-03
          12   4.12165280E-03
          13   2.06086878E-03
          14   1.03047688E-03
          15   5.15280990E-04
          16   2.57683161E-04
          17   1.28884596E-04
          18   6.44859465E-05
          19   3.22878986E-05
          20   1.61914122E-05
          21   8.35486208E-06
          22   4.14327315E-06
          23   2.19811068E-06
          24   9.83024961E-07
