           1   16.413877534255388     
           2   11.889708560789424     
           3   8.3185666039074633     
           4   5.4203536111439483     
           5   3.3144098927511845     
           6   2.2039738152275703     
           7   1.9426503601874257     
           8   1.8854161358207044     
           9   1.6802899009120971     
          10   1.3243391327752094     
          11  0.92129979227869729     
          12  0.58299534421902943     
          13  0.39721041381055283     
          14  0.35641614739727157     
          15  0.34633889263982898     
          16  0.30624351716135823     
          17  0.23844760726475381     
          18  0.16361553683513097     
          19  0.10304529397709292     
          20   7.2390629809410467E-002
          21   6.6789085835352799E-002
          22   6.4466023354803600E-002
          23   5.6081362746271346E-002
          24   4.2911327719233429E-002
          25   2.8979913741620119E-002
          26   1.8222690613311429E-002
          27   1.3280770119037989E-002
          28   1.2535766733565122E-002
          29   1.1980898564032618E-002
          30   1.0246010872348841E-002
          31   7.7030083245936106E-003
          32   5.1237120442980252E-003
          33   3.2309138192062829E-003
          34   2.4506519273583814E-003
          35   2.3524773560758671E-003
          36   2.2217439422032711E-003
          37   1.8673921323471999E-003
          38   1.3795095150818087E-003
          39   9.0465917162440765E-004
          40   5.7493824878087534E-004
          41   4.5450749698131579E-004
          42   4.4115134500217481E-004
          43   4.1106854142774774E-004
          44   3.3952144597519939E-004
          45   2.4648532318265664E-004
          46   1.5957351599349802E-004
          47   1.0277824930622135E-004
          48   8.4649883166381101E-005
          49   8.2633685225473564E-005
          50   7.5880276603087289E-005
          51   6.1581596192849584E-005
          52   4.3942563392866126E-005
          53   2.8132632790542107E-005
          54   1.8472051902427846E-005
          55   1.5817183375450740E-005
          56   1.5455809623220107E-005
          57   1.3974056023652543E-005
          58   1.1142643094652383E-005
          59   7.8170495007219214E-006
          60   4.9599565815839275E-006
          61   3.3398218778932935E-006
          62   2.9623873641254504E-006
          63   2.8858998206433761E-006
          64   2.5673447901363096E-006
          65   2.0113236833356018E-006
          66   1.3877508451685616E-006
          67   8.7509863760878516E-007
