           1   12.812800528910385     
           2   2.9923257929169860     
           3   1.2401838730455113     
           4  0.61595278043522783     
           5  0.18090719708779532     
           6   8.1007464981966495E-002
           7   3.9129214920872901E-002
           8   1.1441956326999113E-002
           9   5.3622345164556105E-003
          10   2.5103621921239994E-003
          11   7.2677167308499884E-004
          12   3.5480251924314819E-004
          13   1.6087126398593171E-004
          14   4.6306695623712387E-005
          15   2.3448639289996449E-005
          16   1.0289101094575180E-005
          17   2.9610541025739271E-006
          18   1.5476021963049566E-006
          19   6.5679241331265120E-007
