   0.00000000      0.574658096    
   5.00000007E-02  0.784089386    
  0.100000001      0.943631113    
  0.150000006       1.05903471    
  0.200000003       1.13605165    
  0.250000000       1.18043363    
  0.300000012       1.19793200    
  0.349999994       1.19429839    
  0.400000006       1.17528403    
  0.449999988       1.14664102    
  0.500000000       1.11412013    
  0.550000012       1.08347332    
  0.600000024       1.06045222    
  0.649999976       1.05080771    
  0.699999988       1.06029177    
  0.750000000       1.09465575    
  0.800000012       1.15965176    
  0.850000024       1.26103067    
  0.899999976       1.40454435    
  0.949999988       1.59594345    
   1.00000000       1.84098053    
