           1   1.10671343E-02
           2   1.20916525E-02
           3   1.30482195E-02
           4   1.39976712E-02
           5   1.49670374E-02
           6   1.59693751E-02
           7   1.70161240E-02
           8   1.81169994E-02
           9   1.92818604E-02
          10   2.05186661E-02
          11   2.18389388E-02
          12   2.32503209E-02
          13   2.47668121E-02
          14   2.63990089E-02
          15   2.81624533E-02
          16   3.00719552E-02
          17   3.21480706E-02
          18   3.44096832E-02
          19   3.68819721E-02
          20   3.95936333E-02
          21   4.25778292E-02
          22   4.58726846E-02
          23   4.95246910E-02
          24   5.35890423E-02
          25   5.81293814E-02
          26   6.32256567E-02
          27   6.89728782E-02
          28   7.54873529E-02
          29   8.29132721E-02
          30   9.14291963E-02
          31  0.101260170    
          32  0.112689920    
          33  0.126084879    
          34  0.141923308    
          35  0.160830438    
          36  0.183651671    
          37  0.211527631    
          38  0.246043444    
          39  0.289425910    
          40  0.344856143    
          41  0.416942298    
          42  0.512478948    
          43  0.641947150    
          44  0.823417723    
          45   1.09277427    
          46   1.52729511    
          47   2.30683923    
          48   3.92662954    
          49   8.22358513    
          50   27.5245342    
