           1   5.33434562E-03
           2   5.62948966E-03
           3   5.89270331E-03
           4   6.14021812E-03
           5   6.38309028E-03
           6   6.62224879E-03
           7   6.86273817E-03
           8   7.10336678E-03
           9   7.34811230E-03
          10   7.59529788E-03
          11   7.84771610E-03
          12   8.10378511E-03
          13   8.36737361E-03
          14   8.63639172E-03
          15   8.91404599E-03
          16   9.19854734E-03
          17   9.49183479E-03
          18   9.79198422E-03
          19   1.01033309E-02
          20   1.04245618E-02
          21   1.07566072E-02
          22   1.10986670E-02
          23   1.14536481E-02
          24   1.18214739E-02
          25   1.22029316E-02
          26   1.25975143E-02
          27   1.30083961E-02
          28   1.34348376E-02
          29   1.38783203E-02
          30   1.43393651E-02
          31   1.48204369E-02
          32   1.53210061E-02
          33   1.58430524E-02
          34   1.63883716E-02
          35   1.69579051E-02
          36   1.75528638E-02
          37   1.81756429E-02
          38   1.88276656E-02
          39   1.95108261E-02
          40   2.02274043E-02
          41   2.09797285E-02
          42   2.17698924E-02
          43   2.26011463E-02
          44   2.34757569E-02
          45   2.43972186E-02
          46   2.53693406E-02
          47   2.63953917E-02
          48   2.74801888E-02
          49   2.86273807E-02
          50   2.98427232E-02
          51   3.11315805E-02
          52   3.24994288E-02
          53   3.39541025E-02
          54   3.55023444E-02
          55   3.71530056E-02
          56   3.89148854E-02
          57   4.07981500E-02
          58   4.28143144E-02
          59   4.49765101E-02
          60   4.72993292E-02
          61   4.97991890E-02
          62   5.24941571E-02
          63   5.54049052E-02
          64   5.85558750E-02
          65   6.19741119E-02
          66   6.56906068E-02
          67   6.97410852E-02
          68   7.41664618E-02
          69   7.90152326E-02
          70   8.43426883E-02
          71   9.02138501E-02
          72   9.67055857E-02
          73  0.103907838    
          74  0.111928299    
          75  0.120895728    
          76  0.130964458    
          77  0.142321587    
          78  0.155196100    
          79  0.169868708    
          80  0.186688602    
          81  0.206091940    
          82  0.228629857    
          83  0.255005121    
          84  0.286122620    
          85  0.323157012    
          86  0.367652237    
          87  0.421656132    
          88  0.487919986    
          89  0.570235014    
          90  0.674043655    
          91  0.807680368    
          92  0.984758675    
          93   1.22843289    
          94   1.57939899    
          95   2.11322641    
          96   2.98350883    
          97   4.54480171    
          98   7.77985907    
          99   16.3430252    
         100   54.7649536    
