           1   1.10671250E-02
           2   1.20922066E-02
           3   1.30474837E-02
           4   1.39985103E-02
           5   1.49664413E-02
           6   1.59689691E-02
           7   1.70156285E-02
           8   1.81169547E-02
           9   1.92817561E-02
          10   2.05189418E-02
          11   2.18386836E-02
          12   2.32505538E-02
          13   2.47663949E-02
          14   2.63990723E-02
          15   2.81621590E-02
          16   3.00721861E-02
          17   3.21475342E-02
          18   3.44094411E-02
          19   3.68817523E-02
          20   3.95935923E-02
          21   4.25777026E-02
          22   4.58726138E-02
          23   4.95249443E-02
          24   5.35887145E-02
          25   5.81295751E-02
          26   6.32257536E-02
          27   6.89730421E-02
          28   7.54878297E-02
          29   8.29136297E-02
          30   9.14295390E-02
          31  0.101259917    
          32  0.112689726    
          33  0.126085386    
          34  0.141923144    
          35  0.160831556    
          36  0.183651507    
          37  0.211527482    
          38  0.246043146    
          39  0.289425492    
          40  0.344855964    
          41  0.416941822    
          42  0.512476563    
          43  0.641945958    
          44  0.823418498    
          45   1.09277081    
          46   1.52729011    
          47   2.30683184    
          48   3.92662168    
          49   8.22357368    
          50   27.5245171    
