   0.00000000      0.509619713    
   5.00000007E-02  0.804965675    
  0.100000001      0.993243515    
  0.150000006       1.10357535    
  0.200000003       1.15931666    
  0.250000000       1.17873693    
  0.300000012       1.17569637    
  0.349999994       1.16032565    
  0.400000006       1.13970447    
  0.449999988       1.11854053    
  0.500000000       1.09984708    
  0.550000012       1.08562243    
  0.600000024       1.07753015    
  0.649999976       1.07757092    
  0.699999988       1.08877397    
  0.750000000       1.11586142    
  0.800000012       1.16593933    
  0.850000024       1.24916840    
  0.899999976       1.37944031    
  0.949999988       1.57507038    
   1.00000000       1.85945702    
